GCMD UID	GCMD term	Similarity	SWEET term	SWEET IRI
7b86bc20-ba2b-4cd0-8aa0-ed47663d9222	magnesium	1.00	magnesium	http://sweetontology.net/matrelement/magnesium
e1179e7f-59e5-465a-9879-6bda6985744e	nitrogen	1.00	nitrogen	http://sweetontology.net/matrelement/nitrogen
215f69b9-259a-4b82-9f8f-f96d4f5aaad2	organic matter	1.00	organic matter	http://sweetontology.net/realmsoil/organicmatter
08240c92-00b5-4f25-bf2e-8030531a78d2	permafrost	1.00	permafrost	http://sweetontology.net/realmsoil/permafrost
9169ace5-0f04-4fc9-b38d-b89a786b9fe1	phosphorus	1.00	phosphorus	http://sweetontology.net/matrelement/phosphorus
8af17fd3-7c42-4698-9d60-e154ece5aebe	potassium	1.00	potassium	http://sweetontology.net/matrelement/potassium
742e6889-1ebf-4441-b803-4892c7176822	sulfur	1.00	sulfur	http://sweetontology.net/matrelement/sulfur
c67c1e1c-19f1-49de-8b2b-d5ce6f596323	thermal conductivity	1.00	thermal conductivity	http://sweetontology.net/propconductivity/thermalconductivity
136b1de3-4b2e-49e6-80cd-cf2e9bac2c48	albedo	1.00	albedo	http://sweetontology.net/propfraction/albedo
00c1d7b9-61d8-40ad-8c33-f27006832866	anisotropy	1.00	anisotropy	http://sweetontology.net/statespaceconfiguration/anisotropy
4ee9d0c5-2e0c-486c-b89b-7b002d18c5f7	emissivity	1.00	emissivity	http://sweetontology.net/propfraction/emissivity
f043c0a8-9cee-4c51-bf64-a4aaa34ab75d	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
3e822484-c94a-457b-a32f-376fcbd6fd35	topography	1.00	topography	http://sweetontology.net/propspaceheight/topography
6a426480-c58f-4b6b-8e35-0975b7f6edb5	land surface	1.00	land surface	http://sweetontology.net/realmlandform/landsurface
f6c057c9-c789-4cd5-ba22-e9b08aae152b	aquaculture	1.00	aquaculture	http://sweetontology.net/humanagriculture/aquaculture
80d79c7e-6c64-4ada-bfcc-4093969758a5	bathymetry	1.00	bathymetry	http://sweetontology.net/propspaceheight/bathymetry
f5df87b6-ed50-4da0-9ba5-7ce4c907bdb3	coral bleaching	1.00	coral bleaching	http://sweetontology.net/phenenvirimpact/coralbleaching
cd7a7748-7231-4a73-b85c-b5696066230a	erosion	1.00	erosion	http://sweetontology.net/phensolid/erosion
82b62e59-6ea1-48e1-a402-bd386c5046eb	intertidal zone	1.00	intertidal zone	http://sweetontology.net/realmlandcoastal/intertidalzone
0afaaa5e-f88c-4c1f-95c1-1faa0148885a	sea level rise	1.00	sea level rise	http://sweetontology.net/phenenvirimpact/sealevelrise
9457740a-897b-4adc-96fb-f3e3aafa34ea	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
9edd23d0-68a9-4bae-8887-705058f48ba7	storm surge	1.00	storm surge	http://sweetontology.net/phenoceancoastal/stormsurge
78a4dbe2-2d6b-4562-988c-022c3a83f4c1	plate tectonics	1.00	plate tectonics	http://sweetontology.net/humanknowledgedomain/platetectonics
14c8935f-8a46-4111-8f2e-bec8bbae5d13	bioturbation	1.00	bioturbation	http://sweetontology.net/phenmixing/bioturbation
4bfed15d-b8b4-4fb1-940b-ef342c4c2225	diagenesis	1.00	diagenesis	http://sweetontology.net/phengeolgeomorphology/diagenesis
4bfed15d-b8b4-4fb1-940b-ef342c4c2225	diagenesis	1.00	diagenesis	http://sweetontology.net/phensolid/diagenesis
a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
41b7293f-7f20-40ab-8bf7-b211c68146b9	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
68e2c729-f729-4936-af2e-0ecf7ee7d231	turbidity	1.00	turbidity	http://sweetontology.net/propindex/turbidity
a74abbc1-dd75-4f22-bbec-7d45091a4593	ambient noise	1.00	ambient noise	http://sweetontology.net/phenwavenoise/ambientnoise
4eab7956-e59e-4615-8d5c-39a16faa1f27	alkalinity	1.00	alkalinity	http://sweetontology.net/propchemical/alkalinity
64d17528-29b4-4e2e-843a-7f7035bb5717	ammonia	1.00	ammonia	http://sweetontology.net/matrcompound/ammonia
26afa886-4866-4536-be3a-6f9db9aacd97	carbon dioxide	1.00	carbon dioxide	http://sweetontology.net/matrcompound/carbondioxide
68f7ba1b-a2f9-41b6-9bc1-fd187942fbed	carbonate	1.00	carbonate	http://sweetontology.net/matrcompound/carbonate
68f7ba1b-a2f9-41b6-9bc1-fd187942fbed	carbonate	1.00	carbonate	http://sweetontology.net/matrion/carbonate
5c52009f-2c44-4db1-b62b-135c6181bad2	carbon	1.00	carbon	http://sweetontology.net/matrelement/carbon
7989eae1-8ea3-4039-af0c-9130de145449	chlorophyll	1.00	chlorophyll	http://sweetontology.net/matrorganiccompound/chlorophyll
b846063c-e218-4fc6-9866-0cdca24e9023	hypoxia	1.00	hypoxia	http://sweetontology.net/statechemical/hypoxia
4fde380a-38c5-4d46-bc80-4f2515a43983	nitrate	1.00	nitrate	http://sweetontology.net/matrion/nitrate
61740c18-f010-4384-8516-1eb33d75352e	nitric acid	1.00	nitric acid	http://sweetontology.net/matrcompound/nitricacid
941410da-0b7f-4ec6-a718-212194ced13f	nitrite	1.00	nitrite	http://sweetontology.net/matrion/nitrite
54054bc3-5faa-4b0d-b5dd-cf04595369b5	nitrogen dioxide	1.00	nitrogen dioxide	http://sweetontology.net/matrcompound/nitrogendioxide
db5357c9-cc9d-4693-86fe-6bb88555d434	nitrogen	1.00	nitrogen	http://sweetontology.net/matrelement/nitrogen
d1c2bba5-799d-412b-80e0-fa04058416e3	nitrous oxide	1.00	nitrous oxide	http://sweetontology.net/matrcompound/nitrousoxide
b2bdeb71-81b5-43e6-a8b1-b09c215c8d1a	organic matter	1.00	organic matter	http://sweetontology.net/realmsoil/organicmatter
90aa8838-79bd-4b28-b518-8217e863c385	oxygen	1.00	oxygen	http://sweetontology.net/matrelement/oxygen
0b513d8c-bfd3-44ee-976e-42757b8375a2	phosphate	1.00	phosphate	http://sweetontology.net/matrcompound/phosphate
4433600b-f323-458a-b295-352f939aab6b	ph	1.00	ph	http://sweetontology.net/propchemical/ph
37669b8c-1940-4330-b4e9-ee49ad3673b5	chlorophyll	1.00	chlorophyll	http://sweetontology.net/matrorganiccompound/chlorophyll
6641ff15-36c8-4dbc-bf9c-176a08688173	radiocarbon	1.00	radiocarbon	http://sweetontology.net/matrisotope/radiocarbon
c91c8879-1b29-48e3-b4cd-a238af66cdaf	silicate	1.00	silicate	http://sweetontology.net/matrcompound/silicate
0cb7f2c6-5e99-4781-8d4f-19ecbad2e2e0	advection	1.00	advection	http://sweetontology.net/phenfluidtransport/advection
10a9c153-f37d-48fe-920d-c790d946ab07	convection	1.00	convection	http://sweetontology.net/phenfluidtransport/convection
6fe4680b-96e8-4304-ab32-c17a0769932c	diffusion	1.00	diffusion	http://sweetontology.net/phenmixing/diffusion
aa1bc71c-daeb-401e-9e29-ebde975482cf	thermohaline circulation	1.00	thermohaline circulation	http://sweetontology.net/phenoceandynamics/thermohalinecirculation
b9f343a1-0b8d-4e88-91bc-21f5d551963f	turbulence	1.00	turbulence	http://sweetontology.net/phenfluidinstability/turbulence
55715ed3-471e-46a8-97b6-b463708a2cbe	vorticity	1.00	vorticity	http://sweetontology.net/proprotation/vorticity
a031952d-9f00-4ba5-9966-5f87ab9dfdd4	ocean circulation	1.00	ocean circulation	http://sweetontology.net/phenoceandynamics/oceancirculation
5f6358aa-872c-4c1c-9388-4714138f034a	advection	1.00	advection	http://sweetontology.net/phenfluidtransport/advection
a9b6a001-42b2-48db-b132-62e69f03b8cb	bowen ratio	1.00	bowen ratio	http://sweetontology.net/propdimensionlessratio/bowenratio
93c1a177-70e3-4c33-a183-baff7f401697	condensation	1.00	condensation	http://sweetontology.net/procstatechange/condensation
2ef42281-1e38-4391-b578-ba6a6158f0c2	conduction	1.00	conduction	http://sweetontology.net/procphysical/conduction
69d394f7-a792-4a17-8d7f-e60cd60dcda0	convection	1.00	convection	http://sweetontology.net/phenfluidtransport/convection
064d919e-3262-44c3-a636-8094bc963001	diffusion	1.00	diffusion	http://sweetontology.net/phenmixing/diffusion
881eea51-e32c-4174-a73f-d56c94122c2e	evaporation	1.00	evaporation	http://sweetontology.net/procstatechange/evaporation
ee2cb9eb-f960-4e23-9e7c-be64d44a64e7	heat flux	1.00	heat flux	http://sweetontology.net/propenergyflux/heatflux
d1426df9-7653-442b-8e38-fa28757ec748	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
e501d002-d11e-4569-8c0d-e40ae5b45f65	absorption	1.00	absorption	http://sweetontology.net/procchemical/absorption
e501d002-d11e-4569-8c0d-e40ae5b45f65	absorption	1.00	absorption	http://sweetontology.net/procwave/absorption
90f97e5b-f883-4a34-a3bc-7dea8d96eb7d	bioluminescence	1.00	bioluminescence	http://sweetontology.net/procchemical/bioluminescence
a60ae1b6-abfc-4905-8c09-772da7bb1a10	fluorescence	1.00	fluorescence	http://sweetontology.net/procchemical/fluorescence
87b074b4-9b73-4e69-b8c0-0f112b1cfa6d	gelbstoff	1.00	gelbstoff	http://sweetontology.net/matrbiomass/gelbstoff
40aacf7a-aba0-4ba2-bf85-ea7c39c3322c	irradiance	1.00	irradiance	http://sweetontology.net/propenergyflux/irradiance
001f18d3-7e61-430b-9883-1960c6256fe5	optical depth	1.00	optical depth	http://sweetontology.net/propspacethickness/opticaldepth
b7410899-350a-4443-9430-c7fe1fa3a499	photosynthetically active radiation	1.00	photosynthetically active radiation	http://sweetontology.net/statespectralband/photosyntheticallyactiveradiation
68dacfbb-4f23-4325-b80f-4b09d41bd505	radiance	1.00	radiance	http://sweetontology.net/propenergyflux/radiance
4f7ad022-70ea-4254-b0ae-7a231fc2e46a	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
20b41061-e6dc-47ef-b73b-00dc08a59618	scattering	1.00	scattering	http://sweetontology.net/procwave/scattering
954c2f25-3ec8-4774-ba34-fa4289f33f0e	secchi depth	1.00	secchi depth	http://sweetontology.net/propspaceheight/secchidepth
f0d83687-bc0a-4491-bb3e-697f1018da13	turbidity	1.00	turbidity	http://sweetontology.net/propindex/turbidity
e5bca08d-ecb3-4b85-8acd-fed782875aa2	sea level pressure	1.00	sea level pressure	http://sweetontology.net/proppressure/sealevelpressure
e02b0b50-a0f2-4c47-841b-9689fdb99121	potential temperature	1.00	potential temperature	http://sweetontology.net/proptemperature/potentialtemperature
68772b70-e493-48d5-b063-00b9d2dd4078	thermocline	1.00	thermocline	http://sweetontology.net/realmocean/thermocline
11aca777-8a01-42ce-b076-b3059c3d8cae	sea state	1.00	sea state	http://sweetontology.net/propspaceheight/seastate
0bf50cd4-8a97-468c-8e73-047e3e09a03d	storm surge	1.00	storm surge	http://sweetontology.net/phenoceancoastal/stormsurge
a90526a9-5476-45bc-9a15-73ac2dfc62ab	surf beat	1.00	surf beat	http://sweetontology.net/phenoceancoastal/surfbeat
13aeaea0-ab45-4148-abcf-c6becf7a8934	turbulence	1.00	turbulence	http://sweetontology.net/phenfluidinstability/turbulence
253ccaf2-dd4c-4fc1-923d-1aea542a51b0	vorticity	1.00	vorticity	http://sweetontology.net/proprotation/vorticity
d571e1f5-7449-4052-943b-94d76f762677	wind chill	1.00	wind chill	http://sweetontology.net/proptemperature/windchill
855c22f5-d1e0-4ccf-81bd-c8120e7c4055	wind shear	1.00	wind shear	http://sweetontology.net/propspeed/windshear
7041e51c-e2de-405a-b154-6016f624f54f	conductivity	1.00	conductivity	http://sweetontology.net/propconductivity/conductivity
007ab607-2ee1-484d-85fb-0bfb89f18c9b	density	1.00	density	http://sweetontology.net/propmass/density
41926d67-161a-4add-bb12-66038c919efb	desalinization	1.00	desalinization	http://sweetontology.net/procchemical/desalinization
04305c55-14f0-42a3-a099-79eb326946d7	halocline	1.00	halocline	http://sweetontology.net/realmocean/halocline
fe4a246b-4614-422b-8ca5-0481ee417318	potential density	1.00	potential density	http://sweetontology.net/propmass/potentialdensity
fe4a246b-4614-422b-8ca5-0481ee417318	potential density	1.00	potential density	http://sweetontology.net/reprspacecoordinate/potentialdensity
2ad73f85-8bad-4e5a-a902-e83eee910b5e	pycnocline	1.00	pycnocline	http://sweetontology.net/realmocean/pycnocline
7e95b5fc-1d58-431a-af36-948b29fa870d	salinity	1.00	salinity	http://sweetontology.net/propchemical/salinity
ae1c9b54-caf2-4726-b180-5c6544f09111	heat flux	1.00	heat flux	http://sweetontology.net/propenergyflux/heatflux
ea85ea0b-1b7d-464a-9f8c-1f80383ffc51	pack ice	1.00	pack ice	http://sweetontology.net/realmcryo/packice
8ed9f39d-986e-4b36-83f9-f29f6a4df89b	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
04fa9023-ab68-4dd0-a82e-abe685105a53	salinity	1.00	salinity	http://sweetontology.net/propchemical/salinity
d73e969a-4b66-4713-8d63-fa3cbb1e25e3	sea ice	1.00	sea ice	http://sweetontology.net/realmcryo/seaice
062be713-9c35-458e-86e2-26cea9415f5d	storm surge	1.00	storm surge	http://sweetontology.net/phenoceancoastal/stormsurge
1ee8a323-f0ba-4a21-b597-50890c527c8e	water quality	1.00	water quality	http://sweetontology.net/phenenvirimpact/waterquality
7b9fb947-97cd-4354-a799-f14a81564132	calcium	1.00	calcium	http://sweetontology.net/matrelement/calcium
37dac8df-b04b-4561-91fb-886e1bded2c1	carbon dioxide	1.00	carbon dioxide	http://sweetontology.net/matrcompound/carbondioxide
cf32d0f2-31f5-450d-9f1d-8aa38fd526dc	iron	1.00	iron	http://sweetontology.net/matrelement/iron
daab3b2a-1fe7-4ad9-8340-1a7cfa54a2ac	methane	1.00	methane	http://sweetontology.net/matrorganiccompound/methane
ddbd1be1-2a1b-4aea-a085-6a63208a75c0	nitrous oxide	1.00	nitrous oxide	http://sweetontology.net/matrcompound/nitrousoxide
aeaa43ab-5ccf-4df7-b8ad-b9f9f4249551	potassium	1.00	potassium	http://sweetontology.net/matrelement/potassium
c692e8e4-b920-4eb5-86c3-b5f6121fec4b	sodium	1.00	sodium	http://sweetontology.net/matrelement/sodium
4487cb97-df49-421f-8c00-5c5f12dd8af1	velocity	1.00	velocity	http://sweetontology.net/propspeed/velocity
8c615709-df55-4b09-a5a9-1fabb133fe1a	glaciation	1.00	glaciation	http://sweetontology.net/phencryo/glaciation
733234ec-053b-4595-811a-b221e6afb35e	loess	1.00	loess	http://sweetontology.net/matrsediment/loess
e4871f3e-bc88-4380-b7b7-3a18afccc2bd	paleovegetation	1.00	paleovegetation	http://sweetontology.net/matrplant/paleovegetation
14c8721e-4d05-4aaa-90be-8607ae2f84b1	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
14c8721e-4d05-4aaa-90be-8607ae2f84b1	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
bf0db125-0182-42e7-81c9-6ed55a05ddd0	radiocarbon	1.00	radiocarbon	http://sweetontology.net/matrisotope/radiocarbon
ac45c059-9555-45ee-ad20-d58514578f1e	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
adcd37fe-9f4a-4d8d-8f79-489775707ea2	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
adcd37fe-9f4a-4d8d-8f79-489775707ea2	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
23822618-39a2-4b2b-9162-37bb0651c118	radiocarbon	1.00	radiocarbon	http://sweetontology.net/matrisotope/radiocarbon
4722fc1e-f93f-4aa1-854a-2b8a82920008	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
c7245882-84a1-4192-acfa-a758b5b9c151	paleoclimate	1.00	paleoclimate	http://sweetontology.net/phenplanetclimate/paleoclimate
72eb280a-d5d0-4c5e-b789-8f1a8cf8bdac	natural gas	1.00	natural gas	http://sweetontology.net/matrnaturalresource/naturalgas
37f3fdb8-a82f-4bff-bda4-cca12a683d6f	microfossil	1.00	microfossil	http://sweetontology.net/matrrock/microfossil
44d0ad8f-fe22-4d17-bc47-c0b728a82baf	petroleum	1.00	petroleum	http://sweetontology.net/matrnaturalresource/petroleum
8c6adb44-54c5-42f1-ae19-602e248ff9d9	hydrolysis	1.00	hydrolysis	http://sweetontology.net/procchemical/hydrolysis
d73ed320-cd5b-4994-a26a-dac5a2fc394f	nitrification	1.00	nitrification	http://sweetontology.net/procchemical/nitrification
7b60ab41-92e7-4550-821b-0ab7ebd3d7c8	decomposition	1.00	decomposition	http://sweetontology.net/phenbiol/decomposition
2b1f870b-c679-4b6d-b02e-3eb005f0648d	hydration	1.00	hydration	http://sweetontology.net/procchemical/hydration
6628bfb9-c0e1-4281-9b1a-d213a9d5b2d8	dissolution	1.00	dissolution	http://sweetontology.net/procchemical/dissolution
906e647b-2683-4ae7-9986-1aea15582b52	geochemistry	1.00	geochemistry	http://sweetontology.net/humanknowledgedomain/geochemistry
5498572c-aaed-4c08-8aad-8b297057e9c9	geodetics	1.00	geodetics	http://sweetontology.net/humanknowledgedomain/geodetics
204b482b-449b-42c9-a5bb-f6da42bee3a4	magnetic field	1.00	magnetic field	http://sweetontology.net/phenelecmag/magneticfield
720969dd-e966-41aa-af94-ee41cdf60390	paleomagnetism	1.00	paleomagnetism	http://sweetontology.net/phengeol/paleomagnetism
910013d7-1e6a-4d1a-9921-be32d792a290	geomagnetism	1.00	geomagnetism	http://sweetontology.net/phenhelio/geomagnetism
f6e19e2e-555a-4d40-9833-c7513d92c813	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
f6e19e2e-555a-4d40-9833-c7513d92c813	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
78778362-5d08-4cd7-9131-159cad561e54	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
a83052ef-9b98-4cb3-9bed-b0c9059812e5	loess	1.00	loess	http://sweetontology.net/matrsediment/loess
a08cce11-9407-4b1f-b13e-0df87da03612	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
22ba30ec-a4e2-4547-bad7-4d5f9917625d	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
7a67a5af-42be-4aa7-8cb1-e1fc0de074cc	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
ca9d9064-91c8-4c49-b388-e5f7290a3234	isthmus	1.00	isthmus	http://sweetontology.net/realmlandcoastal/isthmus
fd29bf77-df38-4b80-8148-8184fa41d843	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
fd29bf77-df38-4b80-8148-8184fa41d843	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
8b232049-ce98-4a34-8f00-2366335508e4	accretion	1.00	accretion	http://sweetontology.net/phensolid/accretion
6a11e5e5-e6a3-42dd-b793-141ce99932e1	deposition	1.00	deposition	http://sweetontology.net/phenfluidtransport/deposition
6a11e5e5-e6a3-42dd-b793-141ce99932e1	deposition	1.00	deposition	http://sweetontology.net/procstatechange/deposition
872459ca-da1e-448f-9bf4-383b628f4609	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
2cca0a13-3c6f-4617-aca9-bff7f8142c52	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
b3657e71-acd1-4be4-9c70-a54e074a40a4	subsidence	1.00	subsidence	http://sweetontology.net/phengeolgeomorphology/subsidence
b3657e71-acd1-4be4-9c70-a54e074a40a4	subsidence	1.00	subsidence	http://sweetontology.net/phensolid/subsidence
6c061296-2c92-4aa4-b9d1-6ecf0efde876	bar	1.00	bar	http://sweetontology.net/realmlandcoastal/bar
e25ce36c-eacd-447a-9d73-ccc8a7e3a328	canyon	1.00	canyon	http://sweetontology.net/realmlandfluvial/canyon
cbd9ee43-24f8-45ab-a39b-2ff34be81c51	confluence	1.00	confluence	http://sweetontology.net/propdiffusivity/confluence
d71f94cb-e773-487a-a8ff-9c5f11c1dbc4	flood plain	1.00	flood plain	http://sweetontology.net/realmlandfluvial/floodplain
74caea9b-6023-438b-af3d-bb9d948036f1	island	1.00	island	http://sweetontology.net/realmlandcoastal/island
588d868d-05a4-4dac-9fb3-770b54ce39e5	lacustrine plain	1.00	lacustrine plain	http://sweetontology.net/realmlandfluvial/lacustrineplain
88adcca6-2bc8-443a-9f25-c9aded577615	marsh	1.00	marsh	http://sweetontology.net/realmhydrobody/marsh
5f292d99-b14a-4f18-bbe0-8025d04cae50	pond	1.00	pond	http://sweetontology.net/realmhydrobody/pond
bb6b3b76-c496-464b-bd20-1b22296aae15	river	1.00	river	http://sweetontology.net/realmhydrobody/river
b498a5cb-f77d-4485-8174-81dec28cee0e	spring	1.00	spring	http://sweetontology.net/realmhydrobody/spring
b498a5cb-f77d-4485-8174-81dec28cee0e	spring	1.00	spring	http://sweetontology.net/reprtimeseason/spring
1d2d0777-b47e-45ee-ac85-2d7b9f6e4ffd	stream	1.00	stream	http://sweetontology.net/realmhydrobody/stream
4811065d-7aed-45e0-ac31-6417123be10e	swamp	1.00	swamp	http://sweetontology.net/realmhydrobody/swamp
87b01c3a-f64f-4764-8cb8-c40ebcd5a989	valley	1.00	valley	http://sweetontology.net/realmlandfluvial/valley
efacd4f6-59ea-4019-8265-8cc81ecc99c0	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
efacd4f6-59ea-4019-8265-8cc81ecc99c0	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
9eedd20e-fce3-4fb2-9871-c0a327565ad9	attrition	1.00	attrition	http://sweetontology.net/phenoceancoastal/attrition
e89704aa-91a0-4888-bb33-a9073eff7119	entrainment	1.00	entrainment	http://sweetontology.net/phenmixing/entrainment
54e5d072-5a2c-471b-bca0-7e4ca32a2001	landslide	1.00	landslide	http://sweetontology.net/phengeolgeomorphology/landslide
93596daf-d2d3-4bb8-9626-9db100c402de	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
984e15c6-7eac-45b8-b098-ad82eab6be6e	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
6f47d087-21dc-41bc-955e-6eb2db8890cd	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
99db4dca-4d07-48fd-8ba3-393532d04aa6	ablation	1.00	ablation	http://sweetontology.net/phensolid/ablation
8f57f4b0-5177-4362-81e8-ced75d37d1aa	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
8f57f4b0-5177-4362-81e8-ced75d37d1aa	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
1dc7ed2f-2834-4044-8caa-117ce12389af	entrainment	1.00	entrainment	http://sweetontology.net/phenmixing/entrainment
c25fef4a-f346-4831-8015-7853886c4fc7	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
d8f33f0a-137c-49ac-aebf-f8a8b0540a09	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
580ef100-0fb8-456c-a9ca-565d11392a26	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
9902dc89-61fb-4a1e-becf-c8138122d2c4	caco3	1.00	caco3	http://sweetontology.net/matrorganiccompound/caco3
07f6c977-077b-47f2-962c-00dadcd9f555	porosity	1.00	porosity	http://sweetontology.net/propfraction/porosity
60dc0787-9e7e-4e0d-8023-d916da5d0836	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
5d9d1d85-b402-4f84-ab5c-03a49fc68c25	caldera	1.00	caldera	http://sweetontology.net/realmlandvolcanic/caldera
7c394040-91f1-4438-a50a-3118254f5989	cinder cone	1.00	cinder cone	http://sweetontology.net/matrrockigneous/cindercone
ea580c65-2f66-4745-bbb6-dde61279ecfa	geyser	1.00	geyser	http://sweetontology.net/realmlandvolcanic/geyser
dc18db4d-2184-453e-ba0a-86c83a9bede0	lava plain	1.00	lava plain	http://sweetontology.net/realmlandvolcanic/lavaplain
0baf564f-f942-4aeb-9b75-30b838f28f3f	plateau	1.00	plateau	http://sweetontology.net/realmlandorographic/plateau
ca091be1-4762-49ec-859b-a1a2fcb8e038	ridge	1.00	ridge	http://sweetontology.net/phenfluiddynamics/ridge
ca091be1-4762-49ec-859b-a1a2fcb8e038	ridge	1.00	ridge	http://sweetontology.net/realmlandorographic/ridge
ca091be1-4762-49ec-859b-a1a2fcb8e038	ridge	1.00	ridge	http://sweetontology.net/reprspacegeometry/ridge
0bd4d492-4911-4a6a-afaa-34899a80294b	rift valley	1.00	rift valley	http://sweetontology.net/realmlandtectonic/riftvalley
cefe2205-809c-4386-915e-a8737ae8e68e	volcano	1.00	volcano	http://sweetontology.net/realmlandvolcanic/volcano
44dd98d0-a0d0-46b2-bb98-ed887ce7fa60	subduction	1.00	subduction	http://sweetontology.net/phengeoltectonic/subduction
4bc109b5-6788-4f64-8238-745bab3910dd	tectonic uplift	1.00	tectonic uplift	http://sweetontology.net/phengeoltectonic/tectonicuplift
99d567bb-7767-4ea4-a135-a611eac6a669	temperature gradient	1.00	temperature gradient	http://sweetontology.net/proptemperaturegradient/temperaturegradient
69af3046-08e0-4c24-981d-803c0412ce58	gravity	1.00	gravity	http://sweetontology.net/procphysical/gravity
ec950d11-30a8-44c3-b1f3-8e93b131211f	cleavage	1.00	cleavage	http://sweetontology.net/phensolid/cleavage
c5bc5153-d8ed-455b-9a05-aebb1026e2fb	color	1.00	color	http://sweetontology.net/propordinal/color
26ea8426-2996-4b93-aff2-f3b9cd2f8a7a	hardness	1.00	hardness	http://sweetontology.net/propmass/hardness
03939ec7-9310-4440-b761-c8a6b32f1f43	luminescence	1.00	luminescence	http://sweetontology.net/procchemical/luminescence
a4596f71-207c-4037-b3a1-7ab0cd12daec	luster	1.00	luster	http://sweetontology.net/propordinal/luster
60e242ac-0f08-4574-bf92-b5e6536603cb	reflection	1.00	reflection	http://sweetontology.net/procwave/reflection
23da8344-174b-4931-b460-9fcfaf824ec9	stability	1.00	stability	http://sweetontology.net/statesystem/stability
746a7f6e-8923-47a1-9e95-9103a1231fc4	cleavage	1.00	cleavage	http://sweetontology.net/phensolid/cleavage
7ca1ab0a-2aa1-438c-b4c0-93dd8db37bb1	color	1.00	color	http://sweetontology.net/propordinal/color
8443b43e-9512-4389-bc89-11c7510144f6	hardness	1.00	hardness	http://sweetontology.net/propmass/hardness
bd075d4b-1112-4290-920d-cf15280d54b8	luminescence	1.00	luminescence	http://sweetontology.net/procchemical/luminescence
e1e3f623-5a18-46a8-b8a8-22c082b643ad	luster	1.00	luster	http://sweetontology.net/propordinal/luster
19791e07-39bf-4635-b695-a819e38e20ca	reflection	1.00	reflection	http://sweetontology.net/procwave/reflection
92b21b46-90e1-4ea6-a5be-e2ce663a028d	stability	1.00	stability	http://sweetontology.net/statesystem/stability
37edb662-820e-410f-a45c-7a419bce0c8b	cleavage	1.00	cleavage	http://sweetontology.net/phensolid/cleavage
a2a5a2e1-6ac8-4bd4-9fe6-00f043bc148b	color	1.00	color	http://sweetontology.net/propordinal/color
ebc1d1d7-98b7-4448-a6b0-80b15de99259	hardness	1.00	hardness	http://sweetontology.net/propmass/hardness
b727b561-f738-436d-bb96-137b455bb54a	luminescence	1.00	luminescence	http://sweetontology.net/procchemical/luminescence
af12ef6b-836b-40bf-959b-ec2d82c87389	luster	1.00	luster	http://sweetontology.net/propordinal/luster
f9385327-31fe-49a6-b3d6-073d6897ff4a	reflection	1.00	reflection	http://sweetontology.net/procwave/reflection
